filename,scene_label,bio_prop,antro_prop,geo_prop
curated_bio_0000.wav,0,0.6433518157209671,0.17832409213951644,0.17832409213951644
curated_bio_0001.wav,0,0.6680580582340163,0.16597097088299184,0.16597097088299184
curated_bio_0002.wav,0,0.8059200883852174,0.09703995580739128,0.09703995580739128
curated_bio_0003.wav,0,0.8220421951734506,0.08897890241327472,0.08897890241327472
curated_bio_0004.wav,0,0.626029469725454,0.18698526513727298,0.18698526513727298
curated_bio_0005.wav,0,0.676713884336335,0.16164305783183253,0.16164305783183253
curated_bio_0006.wav,0,0.7129431441456879,0.14352842792715603,0.14352842792715603
curated_bio_0007.wav,0,0.6385957084796294,0.18070214576018528,0.18070214576018528
curated_bio_0008.wav,0,0.7250909888840038,0.1374545055579981,0.1374545055579981
curated_bio_0009.wav,0,0.6691499020966445,0.16542504895167776,0.16542504895167776
curated_bio_0010.wav,0,0.7184268841887422,0.14078655790562888,0.14078655790562888
curated_bio_0011.wav,0,0.8437340414352299,0.07813297928238505,0.07813297928238505
curated_bio_0012.wav,0,0.7689214749908587,0.11553926250457064,0.11553926250457064
curated_bio_0013.wav,0,0.8771153764622551,0.06144231176887244,0.06144231176887244
curated_bio_0014.wav,0,0.857659121300806,0.07117043934959699,0.07117043934959699
curated_bio_0015.wav,0,0.7028976868873483,0.14855115655632584,0.14855115655632584
curated_bio_0016.wav,0,0.6371598645385984,0.1814200677307008,0.1814200677307008
curated_bio_0017.wav,0,0.848196243822485,0.07590187808875748,0.07590187808875748
curated_bio_0018.wav,0,0.7816311692887378,0.10918441535563111,0.10918441535563111
curated_bio_0019.wav,0,0.7313583699071169,0.13432081504644156,0.13432081504644156
curated_bio_0020.wav,0,0.6329991108969137,0.18350044455154313,0.18350044455154313
curated_bio_0021.wav,0,0.7464760384173271,0.12676198079133644,0.12676198079133644
curated_bio_0022.wav,0,0.6163525663268067,0.19182371683659666,0.19182371683659666
curated_bio_0023.wav,0,0.8248592449183212,0.0875703775408394,0.0875703775408394
curated_bio_0024.wav,0,0.8488133567511236,0.07559332162443821,0.07559332162443821
curated_bio_0025.wav,0,0.6349306743598935,0.18253466282005326,0.18253466282005326
curated_bio_0026.wav,0,0.7889830474785015,0.10550847626074927,0.10550847626074927
curated_bio_0027.wav,0,0.8439777377051673,0.07801113114741637,0.07801113114741637
curated_bio_0028.wav,0,0.688755936317449,0.1556220318412755,0.1556220318412755
curated_bio_0029.wav,0,0.7258235785852989,0.13708821070735056,0.13708821070735056
curated_bio_0030.wav,0,0.6749465697733888,0.16252671511330558,0.16252671511330558
curated_bio_0031.wav,0,0.7112259001630985,0.14438704991845075,0.14438704991845075
curated_bio_0032.wav,0,0.8567660364634608,0.07161698176826958,0.07161698176826958
curated_bio_0033.wav,0,0.7311665020673481,0.13441674896632594,0.13441674896632594
