filename,scene_label,scene_name,bio_class,antro_class,geo_class,bio_proportion,antro_proportion,geo_proportion
scene0_bio_dominated_0000.wav,0,bio_dominated,sheep,engine,thunderstorm,0.8874484066528907,0.031684979615641096,0.08086661373146817
scene0_bio_dominated_0001.wav,0,bio_dominated,crying_baby,clock_tick,wind,0.9752549146306705,0.0022450071389895888,0.02250007823033974
scene0_bio_dominated_0002.wav,0,bio_dominated,coughing,clock_alarm,rain,0.8683853689025516,0.0956023597181537,0.03601227137929472
scene0_bio_dominated_0003.wav,0,bio_dominated,laughing,train,wind,0.8263220303255555,0.1583021992631333,0.015375770411311163
scene0_bio_dominated_0004.wav,0,bio_dominated,breathing,door_wood_creaks,wind,0.8911569121374443,0.019318223814658315,0.08952486404789742
scene0_bio_dominated_0005.wav,0,bio_dominated,coughing,chainsaw,wind,0.6229931890885564,0.019849748352260093,0.3571570625591835
scene0_bio_dominated_0006.wav,0,bio_dominated,coughing,airplane,water_drops,0.8532806127132355,0.08045546834652995,0.06626391894023442
scene0_bio_dominated_0007.wav,0,bio_dominated,breathing,door_wood_knock,sea_waves,0.9269137205264535,0.03712282876728236,0.03596345070626416
scene0_bio_dominated_0008.wav,0,bio_dominated,crickets,door_wood_knock,wind,0.8726777061750943,0.0003727046133764983,0.12694958921152924
scene0_bio_dominated_0009.wav,0,bio_dominated,breathing,pouring_water,thunderstorm,0.8893350881039669,0.041368801787735394,0.06929611010829781
scene0_bio_dominated_0010.wav,0,bio_dominated,crying_baby,siren,crackling_fire,0.7684651873366635,0.11508991024901026,0.11644490241432631
scene0_bio_dominated_0011.wav,0,bio_dominated,rooster,fireworks,sea_waves,0.9405121223865748,0.007602383237033478,0.051885494376391804
scene0_bio_dominated_0012.wav,0,bio_dominated,cat,clock_tick,wind,0.890529467839065,0.009908720812825332,0.09956181134810976
scene0_bio_dominated_0013.wav,0,bio_dominated,clapping,car_horn,wind,0.8632407377189633,0.04700796078022192,0.08975130150081481
scene0_bio_dominated_0014.wav,0,bio_dominated,sneezing,vacuum_cleaner,rain,0.9726692937504491,0.023376407835211086,0.003954298414339786
scene0_bio_dominated_0015.wav,0,bio_dominated,dog,hand_saw,thunderstorm,0.9766429282056258,0.023344287178242166,1.2784616132063502e-05
scene0_bio_dominated_0016.wav,0,bio_dominated,breathing,airplane,crackling_fire,0.9253076699367238,0.06553052991398095,0.00916180014929525
scene0_bio_dominated_0017.wav,0,bio_dominated,cow,clock_tick,crackling_fire,0.6870061594261271,0.2986075638220078,0.014386276751865074
scene0_bio_dominated_0018.wav,0,bio_dominated,cow,keyboard_typing,water_drops,0.7704485204047453,0.21955862301500154,0.009992856580253166
scene0_bio_dominated_0019.wav,0,bio_dominated,laughing,can_opening,crackling_fire,0.900435853490676,0.0650674564632676,0.03449669004605624
scene0_bio_dominated_0020.wav,0,bio_dominated,snoring,footsteps,crackling_fire,0.883816641204756,0.017142865004437395,0.09904049379080658
scene0_bio_dominated_0021.wav,0,bio_dominated,coughing,fireworks,thunderstorm,0.8279947399403365,0.01961865366986779,0.15238660638979584
scene0_bio_dominated_0022.wav,0,bio_dominated,hen,washing_machine,thunderstorm,0.7733663388627142,0.09782982077332662,0.12880384036395917
scene0_bio_dominated_0023.wav,0,bio_dominated,laughing,drinking_sipping,water_drops,0.8264047725742026,0.10931365648781045,0.06428157093798685
scene0_bio_dominated_0024.wav,0,bio_dominated,insects,toilet_flush,crackling_fire,0.9283406160523366,0.00998159287084922,0.06167779107681417
